Date,Open,High,Low,Close,Adj Close,Volume
2018-09-12,13.020000,13.859900,12.737300,12.924600,12.924600,242363
2018-09-13,12.996800,13.100000,11.000500,11.008200,11.008200,78108
2018-09-14,10.297900,11.505200,10.171500,10.932500,10.932500,75909
2018-09-17,11.902900,11.913700,10.997400,11.193200,11.193200,72316
2018-09-18,11.519100,11.861900,11.390600,11.861900,11.861900,55424
2018-09-19,12.727500,13.051300,11.996900,12.500200,12.500200,65642
2018-09-20,12.688600,13.899400,12.503600,13.839900,13.839900,91008
2018-09-21,14.122200,14.128700,13.232300,13.289800,13.289800,64508
2018-09-24,13.139700,13.148000,12.082900,12.653300,12.653300,64540
2018-09-25,12.981100,13.097700,12.610000,12.649700,12.649700,24991
2018-09-26,12.640600,12.640600,11.554200,11.617400,11.617400,75536
2018-09-27,11.680600,11.680600,10.849000,11.102700,11.102700,44313
2018-09-28,11.116100,11.665700,11.116100,11.549800,11.549800,30640
2018-10-01,12.199900,12.280200,11.822900,11.885300,11.885300,36353
2018-10-02,11.856600,12.562000,11.493200,12.032000,12.032000,18357
2018-10-03,12.048300,12.172200,11.995000,11.995000,11.995000,6978
2018-10-04,11.989200,12.249200,11.895400,12.238100,12.238100,23264
2018-10-05,12.700300,13.529600,12.700300,13.147900,13.147900,44128
2018-10-08,13.147900,13.147900,13.147900,13.147900,13.147900,0
2018-10-09,12.992800,13.365600,12.499500,12.812400,12.812400,114053
2018-10-10,12.721900,13.000000,11.992500,12.350000,12.350000,68283
2018-10-11,12.121500,14.140000,12.121500,12.670000,12.670000,99734
2018-10-12,13.026800,13.510000,12.819300,12.819300,12.819300,64895
2018-10-15,13.100300,13.195400,12.550000,12.942500,12.942500,96262
2018-10-16,13.216900,17.400000,12.700000,13.548300,13.548300,285633
2018-10-17,12.949600,14.500000,12.810000,13.816000,13.816000,387662
2018-10-18,14.500000,14.875000,13.300000,13.448400,13.448400,218332
2018-10-19,13.557000,20.760000,12.750000,12.830000,12.830000,131490
2018-10-22,12.807500,19.879999,11.588200,12.002200,12.002200,157790
2018-10-23,11.585100,13.000000,10.534000,11.835400,11.835400,253180
2018-10-24,14.000000,17.820000,11.300000,11.554800,11.554800,156754
2018-10-25,11.600000,18.260000,10.990900,11.373800,11.373800,178076
2018-10-26,11.044000,12.000000,10.500000,11.010000,11.010000,188503
2018-10-29,10.731200,13.000000,8.440700,8.700000,8.700000,258729
2018-10-30,8.213500,9.460000,8.125600,8.750000,8.750000,191054
2018-10-31,8.993400,10.289000,8.993400,9.588300,9.588300,145408
2018-11-01,9.937800,11.600000,9.862720,10.550000,10.550000,236475
2018-11-02,10.956900,11.880000,10.899500,11.298500,11.298500,272840
2018-11-05,11.429200,17.549999,11.398800,13.190000,13.190000,480418
2018-11-06,13.418000,15.000000,12.995100,13.840000,13.840000,402802
2018-11-07,14.013900,14.500000,12.870000,13.345500,13.345500,297379
2018-11-08,13.095000,13.800000,12.169900,12.430000,12.430000,164810
2018-11-09,12.157000,12.430000,10.140000,11.300000,11.300000,167494
2018-11-12,11.461900,12.100000,10.822700,10.997900,10.997900,136472
2018-11-13,10.970000,11.750000,10.900000,11.079000,11.079000,93415
2018-11-14,11.060000,11.500000,10.299000,11.123600,11.123600,164680
2018-11-15,10.746100,12.074400,10.180000,11.750000,11.750000,102309
2018-11-16,11.820000,12.855800,11.575000,12.700000,12.700000,120047
2018-11-19,12.781500,14.780000,11.710000,12.227900,12.227900,122834
2018-11-20,11.920000,12.845000,10.770000,10.944200,10.944200,166482
2018-11-21,11.173100,11.740000,11.110000,11.110000,11.110000,89820
2018-11-23,11.337800,11.980000,11.120000,11.583900,11.583900,54522
2018-11-26,12.570000,12.570000,11.200000,11.270000,11.270000,95014
2018-11-27,11.840000,11.840000,11.000000,11.660000,11.660000,76938
2018-11-28,11.253300,12.752400,9.730000,12.368900,12.368900,474147
2018-11-29,12.368900,12.730000,11.353400,11.353400,11.353400,235524
2018-11-30,11.236000,11.654600,10.995200,11.399800,11.399800,113208
2018-12-03,11.640000,11.860000,10.482100,10.701900,10.701900,209057
2018-12-04,10.540800,10.800000,8.895700,9.041000,9.041000,513594
2018-12-06,8.800000,9.920000,8.350000,9.646400,9.646400,366485
2018-12-07,10.700000,10.890900,10.250000,10.853100,10.853100,310402
2018-12-10,10.976000,11.487000,10.750000,11.196400,11.196400,278172
2018-12-11,11.590000,12.290000,11.500000,11.955000,11.955000,253264
2018-12-12,12.485000,12.616200,11.893400,11.899100,11.899100,215551
2018-12-13,12.370000,12.500000,10.591100,10.630000,10.630000,261664
2018-12-14,10.557400,10.880000,9.440000,10.436200,10.436200,290156
2018-12-17,10.495900,10.820000,9.729300,9.949600,9.949600,221994
2018-12-18,9.850000,10.290000,9.377300,9.499400,9.499400,238598
2018-12-19,9.716100,9.880000,9.200000,9.250000,9.250000,209069
2018-12-20,9.700000,10.129800,9.296100,10.098200,10.098200,199799
2018-12-21,10.205900,10.350000,9.200000,9.418900,9.418900,285936
2018-12-24,9.407900,9.748000,9.026600,9.379100,9.379100,125891
2018-12-26,9.455000,10.190000,9.400000,10.050000,10.050000,247560
2018-12-27,10.030000,10.200000,9.724000,10.100000,10.100000,238750
2018-12-28,10.243000,10.580000,9.912300,10.000000,10.000000,145995
2018-12-31,10.249000,11.106500,10.200000,11.105900,11.105900,305024
2019-01-02,11.306000,11.856000,11.020000,11.447000,11.447000,346300
2019-01-03,11.570000,11.865000,11.316000,11.400000,11.400000,305700
2019-01-04,11.550000,12.070000,11.536000,12.030000,12.030000,286500
2019-01-07,12.360000,13.070000,12.094000,12.302000,12.302000,376400
2019-01-08,12.594000,12.943000,12.397000,12.700000,12.700000,211800
2019-01-09,12.832000,13.100000,12.730000,12.918000,12.918000,214600
2019-01-10,13.112000,13.507000,12.895000,13.380000,13.380000,346400
2019-01-11,13.393000,13.450000,12.500000,13.071000,13.071000,303900
2019-01-14,13.014000,13.050000,12.010000,12.457000,12.457000,288000
2019-01-15,12.849000,12.980000,12.347000,12.582000,12.582000,303200
2019-01-16,12.700000,13.104000,12.600000,12.800000,12.800000,240700
2019-01-17,12.740000,12.968000,12.484000,12.800000,12.800000,180500
2019-01-18,12.787000,13.050000,12.646000,13.040000,13.040000,171000
2019-01-22,12.894000,13.850000,12.820000,13.500000,13.500000,338300
2019-01-23,13.641000,13.926000,12.900000,13.303000,13.303000,250800
2019-01-24,13.260000,13.820000,13.257000,13.740000,13.740000,165000
2019-01-25,14.098000,14.700000,13.900000,14.410000,14.410000,328900
2019-01-28,14.561000,15.282000,14.493000,15.160000,15.160000,334700
2019-01-29,15.100000,15.675000,14.120000,14.150000,14.150000,433200
2019-01-30,14.545000,15.064000,14.220000,14.669000,14.669000,275300
2019-01-31,14.981000,16.650000,14.981000,16.510000,16.510000,449900
2019-02-01,16.607000,17.250000,16.306000,16.450001,16.450001,419800
2019-02-04,16.754000,17.270000,16.500000,17.100000,17.100000,465000
2019-02-05,16.999001,17.370001,16.030001,16.745001,16.745001,446100
2019-02-06,16.643999,16.990000,14.664000,14.950000,14.950000,610100
2019-02-07,14.338000,15.484000,14.235000,15.030000,15.030000,339700
2019-02-08,15.580000,15.868000,15.079000,15.581000,15.581000,146200
2019-02-11,15.811000,16.155001,14.750000,14.920000,14.920000,316400
2019-02-12,14.920000,15.440000,14.487000,15.172000,15.172000,214300
2019-02-13,15.605000,15.743000,14.933000,15.030000,15.030000,176500
2019-02-14,14.990000,15.350000,14.754000,15.176000,15.176000,123200
2019-02-15,14.930000,15.400000,14.930000,14.981000,14.981000,200000
2019-02-19,15.270000,15.270000,14.377000,14.906000,14.906000,280500
2019-02-20,14.814000,15.000000,14.200000,14.210000,14.210000,216200
2019-02-21,14.181000,14.455000,13.360000,13.471000,13.471000,425100
2019-02-22,13.487000,13.903000,13.273000,13.820000,13.820000,226000
2019-02-25,14.352000,14.352000,13.550000,13.700000,13.700000,299700
2019-02-26,13.513000,14.700000,13.502000,14.247000,14.247000,271800
2019-02-27,14.392000,14.900000,13.984000,14.775000,14.775000,180500
2019-02-28,14.795000,15.030000,14.404000,15.020000,15.020000,110600
2019-03-01,14.990000,15.220000,14.496000,14.600000,14.600000,168900
2019-03-04,14.613000,14.950000,14.100000,14.280000,14.280000,148400
2019-03-05,13.800000,14.458000,13.800000,14.010000,14.010000,108400
2019-03-06,14.162000,14.340000,13.634000,14.240000,14.240000,141500
2019-03-07,14.310000,14.650000,13.618000,13.662000,13.662000,187500
2019-03-08,13.574000,13.850000,13.243000,13.352000,13.352000,182600
2019-03-11,13.513000,14.470000,13.235000,14.218000,14.218000,162700
2019-03-12,14.406000,15.100000,14.100000,14.960000,14.960000,320400
2019-03-13,14.980000,15.960000,14.207000,15.270000,15.270000,443600
2019-03-14,15.140000,16.364000,15.140000,16.049999,16.049999,233600
2019-03-15,16.441000,17.003000,15.924000,16.250000,16.250000,309700
2019-03-18,16.469999,17.239000,16.350000,16.850000,16.850000,325800
2019-03-19,17.350000,18.799999,17.334000,18.410000,18.410000,531100
2019-03-20,18.546000,18.930000,17.209999,18.066000,18.066000,375100
2019-03-21,18.030001,19.011000,17.495001,19.000000,19.000000,340800
2019-03-22,18.969000,19.990000,18.216000,19.990000,19.990000,397400
